"","provider_id","hospital_name","city","state","zip_code","hospital_type","hospital_ownership","hospital_overall_rating","patient_experience_national_comparison","address","Latitudes","Longitudes","region"
"659","110023","GORDON HOSPITAL","CALHOUN","GA","30701","Acute Care Hospitals","Voluntary non-profit - Church",5,"Above the national average","1035 RED BUD ROAD
CALHOUN, GA
",34.511878,-84.92537,"South Atlantic"
"660","100231","WEST FLORIDA HOSPITAL","PENSACOLA","FL","32514","Acute Care Hospitals","Proprietary",3,"Above the national average","8383 N DAVIS HWY
PENSACOLA, FL
",30.515161,-87.21692,"South Atlantic"
"661","110064","MIDTOWN MEDICAL CENTER","COLUMBUS","GA","31901","Acute Care Hospitals","Voluntary non-profit - Other",2,"Below the national average","710 CENTER ST BOX 951
COLUMBUS, GA
",32.481728,-84.982008,"South Atlantic"
"662","140184","HEARTLAND REGIONAL MEDICAL CENTER","MARION","IL","62959","Acute Care Hospitals","Proprietary",2,"Below the national average","3333 W DE YOUNG
MARION, IL
",37.744891,-88.988848,"East North Central"
"663","100230","MEMORIAL HOSPITAL PEMBROKE","PEMBROKE PINES","FL","33024","Acute Care Hospitals","Government - Hospital District or Authority",4,"Above the national average","7800 SHERIDAN ST
PEMBROKE PINES, FL
",26.030929,-80.24612,"South Atlantic"
"664","060015","CENTURA HEALTH-ST ANTHONY HOSPITAL","LAKEWOOD","CO","80228","Acute Care Hospitals","Voluntary non-profit - Church",4,"Same as the national average","11600 WEST 2ND PLACE
LAKEWOOD, CO
",39.717956,-105.127494,"Mountain"
"665","100320","POINCIANA MEDICAL CENTER","KISSIMMEE","FL","34758","Acute Care Hospitals","Proprietary",2,"Below the national average","325 CYPRESS PKWY
KISSIMMEE, FL
",28.142723,-81.472985,"South Atlantic"
"666","070034","NORWALK HOSPITAL ASSOCIATION","NORWALK","CT","06856","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","24 STEVENS STREET
NORWALK, CT
",41.110415,-73.421229,"New England"
"667","100044","MARTIN MEDICAL CENTER","STUART","FL","34995","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","200 SE HOSPITAL AVE
STUART, FL
",27.199441,-80.243034,"South Atlantic"
"668","150044","BAPTIST HEALTH FLOYD","NEW ALBANY","IN","47150","Acute Care Hospitals","Government - Local",2,"Same as the national average","1850 STATE ST
NEW ALBANY, IN
",38.300506,-85.83508,"East North Central"
"669","100045","FLORIDA HOSPITAL DELAND","DELAND","FL","32720","Acute Care Hospitals","Voluntary non-profit - Church",3,"Same as the national average","701 W PLYMOUTH AVE
DELAND, FL
",29.042613,-81.317205,"South Atlantic"
"670","050736","MONTEREY PARK HOSPITAL","MONTEREY PARK","CA","91754","Acute Care Hospitals","Proprietary",2,"Below the national average","900 S ATLANTIC BLVD
MONTEREY PARK, CA
",34.049876,-118.138688,"Pacific"
"671","110027","ST MARY'S SACRED HEART HOSPITAL, INC","LAVONIA","GA","30553","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","367 CLEAR CREEK PARKWAY
LAVONIA, GA
",34.43966,-83.13111,"South Atlantic"
"672","100236","FAWCETT MEMORIAL HOSPITAL","PORT CHARLOTTE","FL","33952","Acute Care Hospitals","Proprietary",3,"Below the national average","21298 OLEAN BLVD
PORT CHARLOTTE, FL
",26.987872,-82.097729,"South Atlantic"
"673","050746","ORANGE COUNTY GLOBAL MEDICAL CENTER","SANTA ANA","CA","92705","Acute Care Hospitals","Proprietary",1,"Below the national average","1001 NORTH TUSTIN AVENUE
SANTA ANA, CA
",33.753636,-117.834209,"Pacific"
"674","050770","LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA","MURRIETA","CA","92563","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","28062 BAXTER ROAD
MURRIETA, CA
",33.613417,-117.168804,"Pacific"
"675","100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","DAYTONA BEACH","FL","32117","Acute Care Hospitals","Voluntary non-profit - Church",4,"Above the national average","301 MEMORIAL MEDICAL PARKWAY
DAYTONA BEACH, FL
",29.24275,-81.1093,"South Atlantic"
"676","070008","JOHNSON MEMORIAL HOSPITAL","STAFFORD SPRINGS","CT","06076","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","201 CHESTNUT HILL ROAD
STAFFORD SPRINGS, CT
",41.977367,-72.389971,"New England"
"677","110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","GAINESVILLE","GA","30501","Acute Care Hospitals","Government - Local",3,"Above the national average","743 SPRING STREET
GAINESVILLE, GA
",34.30335,-83.81737,"South Atlantic"
"678","061327","SOUTHWEST MEMORIAL HOSPITAL","CORTEZ","CO","81321","Critical Access Hospitals","Voluntary non-profit - Private",3,"Same as the national average","1311 N MILDRED RD
CORTEZ, CO
",37.36214,-108.572739,"Mountain"
"679","100067","ST ANTHONYS HOSPITAL","SAINT PETERSBURG","FL","33705","Acute Care Hospitals","Voluntary non-profit - Church",2,"Same as the national average","1200 SEVENTH AVE N
SAINT PETERSBURG, FL
",27.779347,-82.650762,"South Atlantic"
"680","110198","WELLSTAR NORTH FULTON HOSPITAL","ROSWELL","GA","30076","Acute Care Hospitals","Proprietary",2,"Below the national average","3000 HOSPITAL BOULEVARD
ROSWELL, GA
",34.062989,-84.322477,"South Atlantic"
"681","101310","SHANDS STARKE REGIONAL MEDICAL CENTER","STARKE","FL","32091","Critical Access Hospitals","Proprietary",3,"Same as the national average","922 E CALL ST
STARKE, FL
",29.941907,-82.10165,"South Atlantic"
"682","051311","ORCHARD HOSPITAL","GRIDLEY","CA","95948","Critical Access Hospitals","Voluntary non-profit - Private",2,"Not Available","240 SPRUCE STREET
GRIDLEY, CA
",39.366973,-121.689766,"Pacific"
"683","100268","WEST BOCA MEDICAL CENTER","BOCA RATON","FL","33428","Acute Care Hospitals","Proprietary",2,"Below the national average","21644 STATE RD 7
BOCA RATON, FL
",26.354571,-80.203236,"South Atlantic"
"684","110107","MEDICAL CENTER, NAVICENT HEALTH (THE)","MACON","GA","31201","Acute Care Hospitals","Government - Hospital District or Authority",2,"Below the national average","777 HEMLOCK STREET
MACON, GA
",32.833202,-83.636553,"South Atlantic"
"685","140101","MORRIS HOSPITAL & HEALTHCARE CENTERS","MORRIS","IL","60450","Acute Care Hospitals","Voluntary non-profit - Private",4,"Above the national average","150 W HIGH ST
MORRIS, IL
",41.368907,-88.426016,"East North Central"
"686","060075","VALLEY VIEW HOSPITAL ASSOCIATION","GLENWOOD SPRINGS","CO","81601","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","1906 BLAKE AVE
GLENWOOD SPRINGS, CO
",39.532859,-107.322794,"Mountain"
"687","090011","MEDSTAR WASHINGTON HOSPITAL CENTER","WASHINGTON","DC","20010","Acute Care Hospitals","Voluntary non-profit - Other",2,"Below the national average","110 IRVING ST NW
WASHINGTON, DC
",38.929157,-77.012268,"South Atlantic"
"688","100026","BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","PANAMA CITY","FL","32401","Acute Care Hospitals","Government - Hospital District or Authority",3,"Below the national average","615 N BONITA AVE
PANAMA CITY, FL
",30.159681,-85.647067,"South Atlantic"
"689","110002","UPSON REGIONAL MEDICAL CENTER","THOMASTON","GA","30286","Acute Care Hospitals","Voluntary non-profit - Other",3,"Above the national average","801 W GORDON STREET
THOMASTON, GA
",32.887252,-84.336109,"South Atlantic"
"690","100125","HOMESTEAD HOSPITAL","HOMESTEAD","FL","33033","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","975 BAPTIST WAY
HOMESTEAD, FL
",25.477839,-80.430371,"South Atlantic"
"691","100224","UNIVERSITY HOSPITAL AND MEDICAL CENTER","TAMARAC","FL","33321","Acute Care Hospitals","Proprietary",2,"Below the national average","7201 N UNIVERSITY DR
TAMARAC, FL
",26.211385,-80.252543,"South Atlantic"
"692","050763","SILVER LAKE MEDICAL CENTER","LOS ANGELES","CA","90026","Acute Care Hospitals","Proprietary",4,"Not Available","1711 WEST TEMPLE STREET
LOS ANGELES, CA
",34.06879,-118.26356,"Pacific"
"693","060049","YAMPA VALLEY MEDICAL CENTER","STEAMBOAT SPRINGS","CO","80487","Acute Care Hospitals","Voluntary non-profit - Private",4,"Above the national average","1024 CENTRAL PARK DR
STEAMBOAT SPRINGS, CO
",40.462413,-106.81442,"Mountain"
"694","050709","DESERT VALLEY HOSPITAL","VICTORVILLE","CA","92395","Acute Care Hospitals","Proprietary",2,"Below the national average","16850 BEAR VALLEY RD
VICTORVILLE, CA
",34.470911,-117.297099,"Pacific"
"695","100071","BAYFRONT HEALTH BROOKSVILLE","BROOKSVILLE","FL","34601","Acute Care Hospitals","Voluntary non-profit - Church",2,"Below the national average","17240 CORTEZ BLVD
BROOKSVILLE, FL
",28.541115,-82.443386,"South Atlantic"
"696","110079","GRADY MEMORIAL HOSPITAL","ATLANTA","GA","30303","Acute Care Hospitals","Voluntary non-profit - Other",1,"Below the national average","80 JESSE HILL, JR DRIVE SE
ATLANTA, GA
",33.752279,-84.382475,"South Atlantic"
"697","080001","CHRISTIANA CARE HEALTH SERVICES, INC.","NEWARK","DE","19718","Acute Care Hospitals","Voluntary non-profit - Private",4,"Same as the national average","4755 OGLETOWN-STANTON ROAD
NEWARK, DE
",39.689909,-75.673228,"South Atlantic"
"698","150133","KOSCIUSKO COMMUNITY HOSPITAL","WARSAW","IN","46580","Acute Care Hospitals","Proprietary",3,"Same as the national average","2101 E DUBOIS DR
WARSAW, IN
",41.24643,-85.82832,"East North Central"
"699","050710","KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","CA","93720","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","7300 NORTH FRESNO ST
FRESNO, CA
",36.84278,-119.783436,"Pacific"
"700","050739","CENTINELA HOSPITAL MEDICAL CENTER","INGLEWOOD","CA","90301","Acute Care Hospitals","Proprietary",4,"Below the national average","555 EAST HARDY STREET
INGLEWOOD, CA
",33.949085,-118.347866,"Pacific"
"701","050767","KAISER FOUNDATION HOSPITAL - VACAVILLE","VACAVILLE","CA","95688","Acute Care Hospitals","Proprietary",3,"Same as the national average","1 QUALITY DRIVE
VACAVILLE, CA
",38.390073,-121.936776,"Pacific"
"702","100267","ENGLEWOOD COMMUNITY HOSPITAL","ENGLEWOOD","FL","34223","Acute Care Hospitals","Proprietary",4,"Above the national average","700 MEDICAL BLVD
ENGLEWOOD, FL
",26.949009,-82.327951,"South Atlantic"
"703","100090","FLAGLER HOSPITAL","SAINT AUGUSTINE","FL","32086","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","400 HEALTH PARK BLVD
SAINT AUGUSTINE, FL
",29.862616,-81.31748,"South Atlantic"
"704","100105","INDIAN RIVER MEDICAL CENTER","VERO BEACH","FL","32960","Acute Care Hospitals","Government - Hospital District or Authority",2,"Below the national average","1000 36TH ST
VERO BEACH, FL
",27.658443,-80.396876,"South Atlantic"
"705","100289","CLEVELAND CLINIC HOSPITAL","WESTON","FL","33331","Acute Care Hospitals","Proprietary",3,"Above the national average","3100 WESTON RD
WESTON, FL
",26.080374,-80.365423,"South Atlantic"
"706","110003","MEMORIAL SATILLA HEALTH","WAYCROSS","GA","31501","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","1900 TEBEAU STREET
WAYCROSS, GA
",31.226007,-82.349239,"South Atlantic"
"707","060054","COMMUNITY HOSPITAL","GRAND JUNCTION","CO","81505","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","2351 G RD
GRAND JUNCTION, CO
",39.106293,-108.617378,"Mountain"
"708","100259","SOUTH BAY HOSPITAL","SUN CITY CENTER","FL","33573","Acute Care Hospitals","Proprietary",1,"Below the national average","4016 SUN CITY CENTER BLVD
SUN CITY CENTER, FL
",27.71239,-82.365168,"South Atlantic"
"709","050678","ORANGE COAST MEMORIAL MEDICAL CENTER","FOUNTAIN VALLEY","CA","92708","Acute Care Hospitals","Proprietary",3,"Same as the national average","9920 TALBERT AVENUE
FOUNTAIN VALLEY, CA
",33.701659,-117.956107,"Pacific"
"710","100176","PALM BEACH GARDENS MEDICAL CENTER","PALM BEACH GARDENS","FL","33410","Acute Care Hospitals","Proprietary",3,"Below the national average","3360 BURNS RD
PALM BEACH GARDENS, FL
",26.830685,-80.085388,"South Atlantic"
"711","080004","BAYHEALTH - KENT GENERAL HOSPITAL","DOVER","DE","19901","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","640 S STATE STREET
DOVER, DE
",39.150687,-75.522327,"South Atlantic"
"712","070027","MANCHESTER MEMORIAL HOSPITAL","MANCHESTER","CT","06040","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","71 HAYNES ST
MANCHESTER, CT
",41.781087,-72.525221,"New England"
"713","110142","EVANS MEMORIAL HOSPITAL","CLAXTON","GA","30417","Acute Care Hospitals","Government - Hospital District or Authority",4,"Same as the national average","200 N RIVER STREET
CLAXTON, GA
",32.164133,-81.900403,"South Atlantic"
"714","100102","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","LAKE CITY","FL","32055","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","368 NE FRANKLIN ST
LAKE CITY, FL
",30.193486,-82.632704,"South Atlantic"
"715","051314","KERN VALLEY HEALTHCARE DISTRICT","LAKE ISABELLA","CA","93240","Critical Access Hospitals","Government - Hospital District or Authority",2,"Below the national average","6412 LAUREL AVE
LAKE ISABELLA, CA
",35.635351,-118.4063,"Pacific"
"716","150042","GOOD SAMARITAN HOSPITAL","VINCENNES","IN","47591","Acute Care Hospitals","Voluntary non-profit - Other",3,"Above the national average","520 S 7TH ST
VINCENNES, IN
",38.67292,-87.534213,"East North Central"
"717","100226","ORANGE PARK MEDICAL CENTER","ORANGE PARK","FL","32073","Acute Care Hospitals","Voluntary non-profit - Other",3,"Below the national average","2001 KINGSLEY AVE
ORANGE PARK, FL
",30.164807,-81.738598,"South Atlantic"
"718","100291","STEWARD MELBOURNE HOSPITAL","MELBOURNE","FL","32935","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","250 NORTH WICKHAM ROAD
MELBOURNE, FL
",28.109804,-80.67261,"South Atlantic"
"719","100077","BAYFRONT HEALTH PORT CHARLOTTE","PORT CHARLOTTE","FL","33952","Acute Care Hospitals","Proprietary",2,"Below the national average","2500 HARBOR BLVD
PORT CHARLOTTE, FL
",26.98984,-82.096682,"South Atlantic"
"720","110125","FAIRVIEW PARK HOSPITAL","DUBLIN","GA","31021","Acute Care Hospitals","Proprietary",4,"Above the national average","200 INDUSTRIAL BOULEVARD
DUBLIN, GA
",32.652066,-82.840651,"South Atlantic"
"721","060028","SAINT JOSEPH HOSPITAL","DENVER","CO","80218","Acute Care Hospitals","Voluntary non-profit - Private",4,"Above the national average","1375 EAST 19TH AVE
DENVER, CO
",39.745722,-104.972135,"Mountain"
"722","050765","KAISER FOUNDATION HOSPITAL-MORENO VALLEY","MORENO VALLEY","CA","92555","Acute Care Hospitals","Voluntary non-profit - Other",3,"Below the national average","27300 IRIS AVENUE
MORENO VALLEY, CA
",33.895697,-117.187121,"Pacific"
"723","100093","BAPTIST HOSPITAL","PENSACOLA","FL","32501","Acute Care Hospitals","Voluntary non-profit - Private",3,"Above the national average","1000 W MORENO ST
PENSACOLA, FL
",30.428676,-87.232015,"South Atlantic"
"724","110018","PIEDMONT NEWTON HOSPITAL","COVINGTON","GA","30014","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","5126 HOSPITAL DRIVE NE
COVINGTON, GA
",33.602673,-83.848082,"South Atlantic"
"725","100009","UNIVERSITY OF MIAMI HOSPITAL","MIAMI","FL","33136","Acute Care Hospitals","Voluntary non-profit - Private",1,"Below the national average","1400 NW 12TH AVE
MIAMI, FL
",25.787597,-80.215085,"South Atlantic"
"726","100290","VILLAGES REGIONAL HOSPITAL, THE","THE VILLAGES","FL","32159","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","1451 EL CAMINO REAL
THE VILLAGES, FL
",28.94944,-81.958131,"South Atlantic"
"727","060076","STERLING REGIONAL MEDCENTER","STERLING","CO","80751","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","615 FAIRHURST ST
STERLING, CO
",40.613684,-103.220524,"Mountain"
"728","140275","GENESIS HEALTH SYSTEM","SILVIS","IL","61282","Acute Care Hospitals","Government - Local",3,"Same as the national average","801 ILLINI DRIVE
SILVIS, IL
",41.493068,-90.419997,"East North Central"
"729","050745","CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","CA","92869","Acute Care Hospitals","Proprietary",2,"Below the national average","2601 E CHAPMAN AVE
ORANGE, CA
",33.787878,-117.827058,"Pacific"
"730","060013","MERCY REGIONAL MEDICAL CENTER","DURANGO","CO","81301","Acute Care Hospitals","Voluntary non-profit - Church",5,"Above the national average","1010 THREE SPRINGS BLVD
DURANGO, CO
",37.235054,-107.824841,"Mountain"
"731","060011","DENVER HEALTH MEDICAL CENTER","DENVER","CO","80204","Acute Care Hospitals","Government - State",3,"Below the national average","777 BANNOCK ST
DENVER, CO
",39.72823,-104.990066,"Mountain"
"732","060036","ARKANSAS VALLEY REGIONAL MEDICAL CENTER","LA JUNTA","CO","81050","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","1100 CARSON AVENUE
LA JUNTA, CO
",37.976929,-103.548742,"Mountain"
"733","100296","DOCTORS HOSPITAL","CORAL GABLES","FL","33146","Acute Care Hospitals","Voluntary non-profit - Other",3,"Same as the national average","5000 UNIVERSITY DR
CORAL GABLES, FL
",25.724611,-80.273181,"South Atlantic"
"734","110074","PIEDMONT ATHENS REGIONAL MEDICAL CENTER","ATHENS","GA","30606","Acute Care Hospitals","Voluntary non-profit - Other",3,"Same as the national average","1199 PRINCE AVENUE
ATHENS, GA
",33.962377,-83.397733,"South Atlantic"
"735","100002","BETHESDA HOSPITAL EAST","BOYNTON BEACH","FL","33435","Acute Care Hospitals","Voluntary non-profit - Private",3,"Below the national average","2815 S SEACREST BLVD
BOYNTON BEACH, FL
",26.50404,-80.06868,"South Atlantic"
"736","110024","CANDLER HOSPITAL","SAVANNAH","GA","31412","Acute Care Hospitals","Voluntary non-profit - Other",3,"Below the national average","5353 REYNOLDS STREET
SAVANNAH, GA
",32.027361,-81.101731,"South Atlantic"
"737","090005","SIBLEY MEMORIAL HOSPITAL","WASHINGTON","DC","20016","Acute Care Hospitals","Voluntary non-profit - Other",3,"Below the national average","5255 LOUGHBORO RD NW
WASHINGTON, DC
",38.935747,-77.109889,"South Atlantic"
"738","140189","SARAH BUSH LINCOLN HEALTH CENTER","MATTOON","IL","61938","Acute Care Hospitals","Voluntary non-profit - Private",3,"Above the national average","1000 HEALTH CENTER DRIVE P O BOX 372
MATTOON, IL
",39.488543,-88.275793,"East North Central"
"739","070018","GREENWICH HOSPITAL ASSOCIATION","GREENWICH","CT","06830","Acute Care Hospitals","Voluntary non-profit - Private",3,"Above the national average","5 PERRYRIDGE RD
GREENWICH, CT
",41.034395,-73.629632,"New England"
"740","070039","MASONICARE HEALTH CENTER","WALLINGFORD","CT","06492","Acute Care Hospitals","Voluntary non-profit - Private",3,"Not Available","22 MASONIC AVE
WALLINGFORD, CT
",41.459676,-72.83731,"New England"
"741","110071","APPLING HOSPITAL","BAXLEY","GA","31513","Acute Care Hospitals","Government - Hospital District or Authority",3,"Below the national average","163 E TOLLISON STREET
BAXLEY, GA
",31.768768,-82.349351,"South Atlantic"
"742","100099","LAKE WALES MEDICAL CENTER","LAKE WALES","FL","33853","Acute Care Hospitals","Proprietary",2,"Below the national average","410 S 11TH ST
LAKE WALES, FL
",27.896327,-81.564668,"South Atlantic"
"743","100220","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","FORT MYERS","FL","33912","Acute Care Hospitals","Government - Hospital District or Authority",2,"Below the national average","13681 DOCTORS WAY
FORT MYERS, FL
",26.543016,-81.848589,"South Atlantic"
"744","141350","ST FRANCIS HOSPITAL","LITCHFIELD","IL","62056","Critical Access Hospitals","Voluntary non-profit - Church",3,"Above the national average","1215 FRANCISCAN DR
LITCHFIELD, IL
",39.18081,-89.639636,"East North Central"
"745","100321","ST VINCENTS MEDICAL CENTER - CLAY COUNTY","MIDDLEBURG","FL","32068","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","1670 ST VINCENTS WAY
MIDDLEBURG, FL
",30.111135,-81.831298,"South Atlantic"
"746","110115","WELLSTAR ATLANTA MEDICAL CENTER","ATLANTA","GA","30312","Acute Care Hospitals","Proprietary",1,"Below the national average","303 PARKWAY DRIVE, NE
ATLANTA, GA
",33.76327,-84.373986,"South Atlantic"
"747","101313","MARINERS HOSPITAL","TAVERNIER","FL","33070","Critical Access Hospitals","Voluntary non-profit - Private",4,"Above the national average","91500 OVERSEAS HIGHWAY
TAVERNIER, FL
",25.005408,-80.521301,"South Atlantic"
"748","110111","UNIVERSITY HOSPITAL MCDUFFIE","THOMSON","GA","30824","Acute Care Hospitals","Government - Hospital District or Authority",3,"Same as the national average","2460 WASHINGTON ROAD
THOMSON, GA
",33.525487,-82.504986,"South Atlantic"
"749","110043","ST JOSEPH'S HOSPITAL - SAVANNAH","SAVANNAH","GA","31419","Acute Care Hospitals","Voluntary non-profit - Private",2,"Below the national average","11705 MERCY BOULEVARD
SAVANNAH, GA
",31.985079,-81.152792,"South Atlantic"
"750","140288","ADVOCATE GOOD SAMARITAN HOSPITAL","DOWNERS GROVE","IL","60515","Acute Care Hospitals","Voluntary non-profit - Church",4,"Above the national average","3815 HIGHLAND AVENUE
DOWNERS GROVE, IL
",41.819137,-88.01022,"East North Central"
"751","100081","HEALTHMARK REGIONAL MEDICAL CENTER","DEFUNIAK SPRINGS","FL","32435","Acute Care Hospitals","Proprietary",4,"Above the national average","4413 US HWY 331 S
DEFUNIAK SPRINGS, FL
",30.658742,-86.119188,"South Atlantic"
"752","070022","YALE-NEW HAVEN HOSPITAL","NEW HAVEN","CT","06504","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","20 YORK ST
NEW HAVEN, CT
",41.304285,-72.934689,"New England"
"753","100124","SANTA ROSA MEDICAL CENTER","MILTON","FL","32570","Acute Care Hospitals","Proprietary",3,"Below the national average","6002 BERRYHILL RD
MILTON, FL
",30.632616,-87.06825,"South Atlantic"
"754","110105","COLQUITT REGIONAL MEDICAL CENTER","MOULTRIE","GA","31768","Acute Care Hospitals","Government - Hospital District or Authority",3,"Above the national average","3131 THOMASVILLE HWY BOX 40
MOULTRIE, GA
",31.126747,-83.782918,"South Atlantic"
"755","110104","CRISP REGIONAL HOSPITAL","CORDELE","GA","31015","Acute Care Hospitals","Government - Hospital District or Authority",3,"Below the national average","902 7TH STREET NORTH
CORDELE, GA
",31.977515,-83.782846,"South Atlantic"
"756","090001","GEORGE WASHINGTON UNIV HOSPITAL","WASHINGTON","DC","20037","Acute Care Hospitals","Proprietary",1,"Below the national average","900 23RD ST NW
WASHINGTON, DC
",38.901169,-77.050119,"South Atlantic"
"757","100266","GULF BREEZE HOSPITAL","GULF BREEZE","FL","32561","Acute Care Hospitals","Voluntary non-profit - Other",4,"Above the national average","1110 GULF BREEZE PKWY
GULF BREEZE, FL
",30.358649,-87.156803,"South Atlantic"
"758","110025","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","BRUNSWICK","GA","31520","Acute Care Hospitals","Government - Hospital District or Authority",3,"Same as the national average","2415 PARKWOOD DRIVE
BRUNSWICK, GA
",31.173785,-81.484516,"South Atlantic"
"759","050757","ALVARADO HOSPITAL MEDICAL CENTER","SAN DIEGO","CA","92120","Acute Care Hospitals","Proprietary",3,"Below the national average","6655 ALVARADO ROAD
SAN DIEGO, CA
",32.777136,-117.056602,"Pacific"
"760","110087","GWINNETT MEDICAL CENTER","LAWRENCEVILLE","GA","30045","Acute Care Hospitals","Government - Hospital District or Authority",4,"Below the national average","1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA
",33.966455,-84.013012,"South Atlantic"
"761","050740","MARINA DEL REY HOSPITAL","MARINA DEL REY","CA","90291","Acute Care Hospitals","Proprietary",4,"Below the national average","4650 LINCOLN BLVD
MARINA DEL REY, CA
",33.981732,-118.440154,"Pacific"
"762","110132","MEMORIAL HOSPITAL AND MANOR","BAINBRIDGE","GA","39819","Acute Care Hospitals","Government - Hospital District or Authority",3,"Below the national average","1500 E SHOTWELL STREET
BAINBRIDGE, GA
",30.903781,-84.55367,"South Atlantic"
"763","100025","SACRED HEART HOSPITAL","PENSACOLA","FL","32504","Acute Care Hospitals","Voluntary non-profit - Private",3,"Same as the national average","5151 N 9TH AVE
PENSACOLA, FL
",30.475588,-87.210986,"South Atlantic"
"764","100034","MOUNT SINAI MEDICAL CENTER","MIAMI BEACH","FL","33140","Acute Care Hospitals","Proprietary",3,"Below the national average","4300 ALTON RD
MIAMI BEACH, FL
",25.815045,-80.137939,"South Atlantic"
"765","050760","KAISER FOUNDATION HOSPITAL - ANTIOCH","ANTIOCH","CA","94531","Acute Care Hospitals","Proprietary",3,"Same as the national average","4501 SAND CREEK ROAD
ANTIOCH, CA
",37.949469,-121.774824,"Pacific"
"766","100039","BROWARD HEALTH MEDICAL CENTER","FORT LAUDERDALE","FL","33316","Acute Care Hospitals","Government - Hospital District or Authority",2,"Below the national average","1600 S ANDREWS AVE
FORT LAUDERDALE, FL
",26.101975,-80.14231,"South Atlantic"
"767","060012","CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER","PUEBLO","CO","81004","Acute Care Hospitals","Voluntary non-profit - Church",4,"Below the national average","1008 MINNEQUA AVE
PUEBLO, CO
",38.233216,-104.622265,"Mountain"
"768","100057","FLORIDA HOSPITAL WATERMAN","TAVARES","FL","32778","Acute Care Hospitals","Voluntary non-profit - Church",3,"Same as the national average","1000 WATERMAN WAY
TAVARES, FL
",28.822351,-81.71021,"South Atlantic"
"769","100254","CAPITAL REGIONAL MEDICAL CENTER","TALLAHASSEE","FL","32308","Acute Care Hospitals","Proprietary",2,"Below the national average","2626 CAPITAL MEDICAL BLVD
TALLAHASSEE, FL
",30.475376,-84.230728,"South Atlantic"
"770","110034","AU MEDICAL CENTER","AUGUSTA","GA","30912","Acute Care Hospitals","Voluntary non-profit - Other",1,"Below the national average","1120 15TH STREET
AUGUSTA, GA
",33.471029,-81.991453,"South Atlantic"
"771","100252","RAULERSON HOSPITAL","OKEECHOBEE","FL","34972","Acute Care Hospitals","Proprietary",3,"Below the national average","1796 HWY 441 NORTH
OKEECHOBEE, FL
",27.207002,-80.809229,"South Atlantic"
"772","110032","STEPHENS COUNTY HOSPITAL","TOCCOA","GA","30577","Acute Care Hospitals","Government - Hospital District or Authority",3,"Same as the national average","163 HOSPITAL DRIVE
TOCCOA, GA
",34.59302,-83.347172,"South Atlantic"
"773","090008","UNITED MEDICAL CENTER","WASHINGTON","DC","20032","Acute Care Hospitals","Proprietary",1,"Below the national average","1310 SOUTHERN AVENUE SE
WASHINGTON, DC
",38.834155,-76.984698,"South Atlantic"
"774","100269","PALMS WEST HOSPITAL","LOXAHATCHEE","FL","33470","Acute Care Hospitals","Proprietary",2,"Below the national average","13001 SOUTHERN BLVD
LOXAHATCHEE, FL
",26.681928,-80.251439,"South Atlantic"
"775","060118","ST ANTHONY SUMMIT MEDICAL CENTER","FRISCO","CO","80443","Acute Care Hospitals","Voluntary non-profit - Church",4,"Above the national average","340 PEAK ONE DRIVE
FRISCO, CO
",39.569988,-106.078259,"Mountain"
